Question,Answer,Comment,Instruction,Render as
"刈,||かる||","cut, clip, shear, reap, trim, prune","",Guess the meaning of the Kunyomi reading,Text
"透,||すく,すかす,すける||","be transparent, be seen through, be thin, leave a gap,leave a space, thin (trees), make transparent, look through","Onyomi: トウ = permeate, penetrate",Guess the meaning of the Kunyomi reading,Text
"稲,||いね,いな||","rice plant","Onyomi: トウ = rice plant",Guess the meaning of the Kunyomi reading,Text
"踏,||ふむ,ふまえる||","step on, trample on, stamp on, carry through, practice, appraise, set foot on, evade payment,stand on","Onyomi: トウ = step on, trample on, stamp on, carry through, practice, appraise, set foot on, evade payment",Guess the meaning of the Kunyomi reading,Text
"唐,||から||","China, Cathay, Korea, Foreign countries,Chinese, Korean, Foreign","Onyomi: トウ = Tang (dynasty), China, foreign countries,Chinese, Korean, Foreign",Guess the meaning of the Kunyomi reading,Text
"盗,||ぬすむ||","steal, rob, pilfer","Onyomi: トウ = thief",Guess the meaning of the Kunyomi reading,Text
"突,||つく||","thrust, pierce, spear, stab, prick, gore, lunge at, push, poke, strike (a bell), attack, strike (at the heart), brave (a storm), be pungent, strike against, (words) rush (to one's lips)","Onyomi: トツ = protruding, thrusting",Guess the meaning of the Kunyomi reading,Text
"曇,||くもる||","cloud up, fog up, become dim, be blurred, be gloomy","Onyomi: ドン = cloud up, fog up, become dim, be blurred, be gloomy",Guess the meaning of the Kunyomi reading,Text
"鈍,||にぶい,にぶる||","dull, slow, blunt (tool), dim (light), thick (voice),become dull, weaken","Onyomi: ドン = dullness, slowness, foolishness",Guess the meaning of the Kunyomi reading,Text
"濃,||こい||","dark, deep, saturated, strong (drink), intimate, thick","Onyomi: ノウ = dark, thick, undiluted",Guess the meaning of the Kunyomi reading,Text
"悩,||なやむ,なやます||","worry, be troubled, be afflicted, be in pain,annoy, embarrass, afflict, worry, oppress, torment","Onyomi: ノウ = distress, illness",Guess the meaning of the Kunyomi reading,Text
"杯,||さかずき||","wine glass, sake cup, chalice, cup","Onyomi: ハイ = cup, glass, toast, congratulatory cup, counter for cupfuls",Guess the meaning of the Kunyomi reading,Text
"泊,||とまる,とめる||","stay at, put up at, ride at anchor,lodge a person","Onyomi: ハク = (threeday) stay",Guess the meaning of the Kunyomi reading,Text
"迫,||せまる||","press for, urge, force, spur on, approach, gain on, close in on, be on the verge of, be imminent","Onyomi: ハク = press for, urge, force, spur on, approach, gain on, close in on, be on the verge of, be imminent",Guess the meaning of the Kunyomi reading,Text
"薄,||うすい,うすめる,うすまる,うすらぐ,うすれる||","thin, weak (tea), light, pale, faint, scanty, ungenerous,dilute, weaken,thin out, fade, grow pale, be toned down, get dim, cool (emotions), abate, lessen, decline","Onyomi: ハク = thin, weak (tea), light, pale, faint, scanty, ungenerous",Guess the meaning of the Kunyomi reading,Text
"抜,||ぬく,ぬける,ぬかす,ぬかる||","extract, unlock, pull out, root up, unsheathe, pilfer, quote, remove, omit, capture, outrun, shoot through,come off, fall out, slip out, be omitted, be missing, be rid of, pass through, escape, b","Onyomi: バツ = extract, unlock, pull out, root up, unsheathe, pilfer, quote, remove, omit, capture, outrun, shoot through",Guess the meaning of the Kunyomi reading,Text
"髪,||かみ||","the hair","Onyomi: ハツ = the hair",Guess the meaning of the Kunyomi reading,Text
"避,||さける||","avoid, avert, ward off, keep aloof from, stay away from, evade, shirk, shun","Onyomi: ヒ = avoid, avert, ward off, keep aloof from, stay away from, evade, shirk, shun",Guess the meaning of the Kunyomi reading,Text
"疲,||つかれる||","get tired, grow weary","Onyomi: ヒ = get tired, grow weary",Guess the meaning of the Kunyomi reading,Text
"彼,||かれ,かの||","he,that, the","Onyomi: ヒ = he, that",Guess the meaning of the Kunyomi reading,Text
"被,||こうむる||","get, receive, sustain (an injury), be subjected to (criticism)","Onyomi: ヒ = receiving",Guess the meaning of the Kunyomi reading,Text
"尾,||お||","tail, trail (of a meteor), lower slope (of a mountain)","Onyomi: ビ = tail, end, counter for fish",Guess the meaning of the Kunyomi reading,Text
"匹,||ひき||","head, counter (small animals), roll of cloth","Onyomi: ヒツ = head, counter (small animals), roll of cloth",Guess the meaning of the Kunyomi reading,Text
"描,||えがく,かく||","write, compose, draw, paint,sketch, describe","Onyomi: ビョウ = write, compose, draw, paint",Guess the meaning of the Kunyomi reading,Text
"浜,||はま||","beach, seashore, fishing village","Onyomi: ヒン = beach, seashore, fishing village",Guess the meaning of the Kunyomi reading,Text
"舞,||まう,まい||","dance, flutter about, flit, circle, wheel,dancing","Onyomi: ブ = dance, flutter about, flit, circle, wheel",Guess the meaning of the Kunyomi reading,Text
"怖,||こわい||","fearful, frightful, terrible, weird","Onyomi: フ = fear, be frightened, be timid, get nervous",Guess the meaning of the Kunyomi reading,Text
"浮,||うく,うかれる,うかぶ,うかべる||","float, be floated, rise to the surface, be cheered up, be set on edge, feel loose (teeth), be left over, be saved,launch, sail (a toy ship), refloat, waft, express (feelings in the face), recall,","Onyomi: フ = float, be floated, rise to the surface, be cheered up, be set on edge, feel loose (teeth), be left over, be saved",Guess the meaning of the Kunyomi reading,Text
"腐,||くさる,くされる,くさらす||","rot, decay, turn sour, fester, corrode, be corrupted, feel gloomy,let spoil, rot, corrode, addle","Onyomi: フ = rot, decay, turn sour, fester, corrode, be corrupted, feel gloomy",Guess the meaning of the Kunyomi reading,Text
"敷,||しく||","spread, pave, sit (on a cushion), lay (a railway), gravel (a road), promulgate, draw up","Onyomi: フ = spread, pave, sit (on a cushion), lay (a railway), gravel (a road), promulgate, draw up",Guess the meaning of the Kunyomi reading,Text
"幅,||はば||","width, breadth, range, difference (in price), power, influence","Onyomi: フク = hanging scroll, picture, width, counter for scrolls",Guess the meaning of the Kunyomi reading,Text
"払,||はらう||","clear out, sweep away, wipe off, brush off, drive away, banish, prune, parry, pay, dispose of, wield (a sword) sideways, show interest in","Onyomi: フツ = clear out, sweep away, wipe off, brush off, drive away, banish, prune, parry, pay, dispose of, wield (a sword) sideways, show interest in",Guess the meaning of the Kunyomi reading,Text
"噴,||ふく||","spout, emit, flush out","Onyomi: フン = spout, emit, flush out",Guess the meaning of the Kunyomi reading,Text
"柄,||がら,え||","handle, crank, grip, hilt, shaft, knob, spoke (of steering wheel on a ship),pattern, design, build, character, nature","Onyomi: ヘイ = handle, crank, grip, hilt, shaft, knob, spoke (of steering wheel on a ship)",Guess the meaning of the Kunyomi reading,Text
"壁,||かべ||","wall","Onyomi: ヘキ = wall, lining (of the stomach), fence, partition",Guess the meaning of the Kunyomi reading,Text
"捕,||とらえる,とらわれる,とる,つかまえる,つかまる||","catch, arrest, capture,be caught, be captured,be arrested, be a slave to, be seized with","Onyomi: ホ = catch, arrest, capture",Guess the meaning of the Kunyomi reading,Text
"忙,||いそがしい||","busy, occupied","Onyomi: ボウ = busy, occupied",Guess the meaning of the Kunyomi reading,Text
"抱,||だく,いだく,かかえる||","hug, embrace, hold in the arms, sit (on eggs),entertain (hope), cherish (a desire), harbor (malice), hold, have,hold or carry under or in the arms","Onyomi: ホウ = hug, embrace, hold in the arms, sit (on eggs)",Guess the meaning of the Kunyomi reading,Text
"峰,||みね||","peak, summit, top, back (of a sword)","Onyomi: ホウ = peak, summit, top, back (of a sword)",Guess the meaning of the Kunyomi reading,Text
"冒,||おかす||","risk, face, defy, dare, (diseases) attack, damage, desecrate, assume (a name)","Onyomi: ボウ = risk, face, defy, dare, (diseases) attack, damage, desecrate, assume (a name)",Guess the meaning of the Kunyomi reading,Text
"傍,||かたわら||","side, besides, while","Onyomi: ボウ = side, besides, while",Guess the meaning of the Kunyomi reading,Text
"眠,||ねむる,ねむい||","sleep, die,sleepy, drowsy, lethargic","Onyomi: ミン = sleep",Guess the meaning of the Kunyomi reading,Text
"矛,||ほこ||","halberd, arms, festival car, float","Onyomi: ム = halberd, arms, festival car, float",Guess the meaning of the Kunyomi reading,Text
"霧,||きり||","mist, fog, spray","Onyomi: ム = mist, fog, spray",Guess the meaning of the Kunyomi reading,Text
"茂,||しげる||","grow thick, be overgrown, be luxuriant","Onyomi: モ = grow thick, be overgrown, be luxuriant",Guess the meaning of the Kunyomi reading,Text
"網,||あみ||","net, netting","Onyomi: モウ = net, network",Guess the meaning of the Kunyomi reading,Text
"黙,||だまる||","become silent, stop speaking, say nothing","Onyomi: モク = keeping silence",Guess the meaning of the Kunyomi reading,Text
"躍,||おどる||","dance, leap, skip, throb (the heart), act as a cat'spaw, double (the interest on a debt)","Onyomi: ヤク = dance, leap, skip, throb (the heart), act as a cat'spaw, double (the interest on a debt)",Guess the meaning of the Kunyomi reading,Text
"雄,||お,おす||","male","Onyomi: ユウ = male, hero, great leader, superiority, excellence",Guess the meaning of the Kunyomi reading,Text
"与,||あたえる||","give, award, impart, provide, allot, cause (pain or damage)","Onyomi: ヨ = give, award, impart, provide, allot, cause (pain or damage)",Guess the meaning of the Kunyomi reading,Text
"誉,||ほまれ||","honor, glory","Onyomi: ヨ = praise",Guess the meaning of the Kunyomi reading,Text
"謡,||うたい,うたう||","chanting of the noh, chant, noh singer","Onyomi: ヨウ = chant",Guess the meaning of the Kunyomi reading,Text
"踊,||おどる,おどり||","dance, leap, skip, throb (the heart), act as a cat'spaw, double (the interest on a debt),dancing, step","Onyomi: ヨウ = dance, leap, skip, throb (the heart), act as a cat'spaw, double (the interest on a debt)",Guess the meaning of the Kunyomi reading,Text
"腰,||こし||","hips, waist, loins, pelvic region, small of the back, haunch, lowerpanel wainscoting (lower wall only), stem (of a wine glass)","Onyomi: ヨウ = hips, waist, loins, pelvic region, small of the back, haunch, lowerpanel wainscoting (lower wall only), stem (of a wine glass)",Guess the meaning of the Kunyomi reading,Text
"溶,||とける,とかす,とく||","melt, dissolve, thaw,liquefy, melt","Onyomi: ヨウ = melt, dissolve, thaw",Guess the meaning of the Kunyomi reading,Text
"翼,||つばさ||","wings","Onyomi: ヨク = wing, plane, flank",Guess the meaning of the Kunyomi reading,Text
"頼,||たのむ,たのもしい,たよる||","ask, request, entreat, appeal, entrust to, commission, employ, call in, depend on, have recourse to, trust in,rely on, have recourse to,reliable, trustworthy, hopeful","Onyomi: ライ = ask, request, entreat, appeal, entrust to, commission, employ, call in, depend on, have recourse to, trust in",Guess the meaning of the Kunyomi reading,Text
"雷,||かみなり||","thunder","Onyomi: ライ = thunder",Guess the meaning of the Kunyomi reading,Text
"絡,||からむ,からまる,からめる||","coil around, get twisted, stick to, pick a quarrel,twine around,get caught in, be urged on by","Onyomi: ラク = coil around, get twisted, stick to, pick a quarrel",Guess the meaning of the Kunyomi reading,Text
"離,||はなれる,はなす||","separate, part from, come off, become disjoined, digress, get free, become estranged, be (three miles) away, be separated (by three years), leave, quit, depart from,disconnect, sever, detach, kee","Onyomi: リ = separation",Guess the meaning of the Kunyomi reading,Text
"粒,||つぶ||","grain, drop, counter for tiny particles","Onyomi: リュウ = grain, drop",Guess the meaning of the Kunyomi reading,Text
"隣,||となる,となり||","adjoin, nextdoor neighbor, adjoining","Onyomi: リン = neighboring",Guess the meaning of the Kunyomi reading,Text
"涙,||なみだ||","tear, sympathy","Onyomi: ルイ = tear, sympathy",Guess the meaning of the Kunyomi reading,Text
"麗,||うるわしい||","beautiful, lovely, graceful","Onyomi: レイ = beautiful, bright and clear, fine, serene",Guess the meaning of the Kunyomi reading,Text
"暦,||こよみ||","calendar, almanac","Onyomi: レキ = calendar, almanac",Guess the meaning of the Kunyomi reading,Text
"劣,||おとる||","be inferior to, be worse than","Onyomi: レツ = be inferior to, be worse than",Guess the meaning of the Kunyomi reading,Text
"恋,||こう,こい,こいしい||","be in love,love, tender sentiment,dear, beloved, darling","Onyomi: レン = be in love",Guess the meaning of the Kunyomi reading,Text
"露,||つゆ||","dew, dewdrops, tears, mortality, flimsiness, (with neg.) not a bit","Onyomi: ロ,ロウ = dew, Russia",Guess the meaning of the Kunyomi reading,Text
